25.11.2020	-112.0	Продукти
25.11.2020	-35.0	Продукти
25.11.2020	-279.0	Продукти
25.11.2020	-1399.0	одежда
28.11.2020	-53.0	Продукти
28.11.2020	-201.0	Продукти
28.11.2020	-441.0	Продукти
28.11.2020	-12.0	Поповнення мобільного
28.11.2020	-837.0	АЗС
29.11.2020	-150.0	подписки
29.11.2020	-300.0	вода
30.11.2020	-102.0	Продукти
01.12.2020	-203.0	Продукти
02.12.2020	-283.0	Продукти
02.12.2020	-50.0	Ресторан
03.12.2020	-199.0	Продукти
04.12.2020	-68.0	Продукти
04.12.2020	-419.0	Ресторан
04.12.2020	-1046.0	Авто
05.12.2020	-153.0	Продукти
05.12.2020	-109.0	подписки
05.12.2020	-190.0	Поповнення мобільного
05.12.2020	-81.0	Аптека
05.12.2020	-142.0	коммуналка
05.12.2020	-110.0	коммуналка
05.12.2020	-162.0	коммуналка
05.12.2020	-44.0	коммуналка
06.12.2020	-421.0	Продукти
06.12.2020	-80.0	подписки
07.12.2020	-68.0	Продукти
07.12.2020	-485.0	коммуналка
07.12.2020	-300.0	вода
09.12.2020	-448.0	Продукти
10.12.2020	-79.0	Продукти
11.12.2020	-1550.0	Продукти
11.12.2020	-61.0	Продукти
11.12.2020	-274.0	Продукти
12.12.2020	-35.0	Продукти
12.12.2020	-272.0	АЗС
14.12.2020	-146.0	Продукти
14.12.2020	-67.0	Продукти
14.12.2020	-159.0	Ресторан
15.12.2020	-393.0	коммуналка
15.12.2020	-108.0	такси
16.12.2020	-3565.0	Авто
16.12.2020	-105.0	такси
17.12.2020	-300.0	вода
18.12.2020	-39.0	Продукти
18.12.2020	-369.0	Продукти
18.12.2020	-498.0	Ресторан
19.12.2020	-207.0	Продукти
19.12.2020	-283.0	АЗС
19.12.2020	-886.0	АЗС
19.12.2020	-37.0	Ресторан
19.12.2020	-100.0	коммуналка
19.12.2020	-301.0	коммуналка
20.12.2020	-87.0	Поповнення мобільного
20.12.2020	-43.0	Ресторан
21.12.2020	-22.0	Продукти
21.12.2020	-700.0	Заняття спортом
21.12.2020	-200.0	Ресторан
21.12.2020	-156.0	Ресторан
23.12.2020	-30.0	Продукти
23.12.2020	-673.0	подарки
25.12.2020	-407.0	Продукти
25.12.2020	-520.0	Заняття спортом
25.12.2020	-1655.0	Товари для дому
25.12.2020	-300.0	Ресторан
26.12.2020	-29.0	Продукти
26.12.2020	-37.0	Продукти
26.12.2020	-855.0	АЗС
26.12.2020	-24.0	Аптека
26.12.2020	-507.0	Аптека
27.12.2020	-277.0	Продукти
28.12.2020	-34.0	Продукти
28.12.2020	-46.0	поштові послуги
28.12.2020	-36.0	Поповнення мобільного
29.12.2020	-674.0	подарки
29.12.2020	-150.0	подписки
31.12.2020	-75.0	Продукти
31.12.2020	-333.0	Продукти
